_dbt_source_relation,ss_id,prev_ss_id,organization_id,connector_type,asset_type,asset_id,import_time,asset_hostname,asset_operating_systems,asset_ipv4,asset_device_type,vuln_cves,vuln_cvss3_base_score,vuln_cvss_base_score,vuln_description,vuln_exploit_available,vuln_risk_factor,vuln_name,vuln_port,vuln_id,vuln_remediation,vuln_severity,finding_priority,severity_modification_type,first_seen_at,last_seen_at,finding_state,asset_operating_system_version,asset_fqdn,finding_url,location_url,vuln_labels
"""production"".""org_demo_env"".""stg_tenable_asset_vuln""",tenable-vm_vulns:45405-68899602-55c0-492e-b087-7ca7c894d3fb:tenable-vm_assets:68899602-55c0-492e-b087-7ca7c894d3fb,68899602-55c0-492e-b087-7ca7c894d3fb:45405,demo_env,tenable-vm,machine,68899602-55c0-492e-b087-7ca7c894d3fb,2023-06-01 10:01:35.796267,i-0ba626a6d4203bdcd,"[""Linux Kernel 4.14.287-148.504.amzn1.x86_64 on Amazon Linux AMI""]",null,general-purpose,null,0.0,0.0,"Although this host was scanned through a private IPv4 or local scope IPv6 address, some network interfaces are configured with global scope IPv6 addresses.  Depending on the configuration of the firewalls and routers, this host may be reachable from Internet.",false,None,Reachable IPv6 address,0,45405,"Disable IPv6 if you do not actually using it. nnOtherwise, disable any unused IPv6 interfaces and implement IP filtering if needed.",info,P4,NONE,2023-01-20 17:09:06.771,2023-05-31 16:10:52.818,re_opened,null,i-0ba626a6d4203bdcd,https://cloud.tenable.com/tio/app.html#/vulnerability-management/dashboard/vulnerabilities/by-plugins/vulnerability-details/45405/assets_affected/asset-details/68899602-55c0-492e-b087-7ca7c894d3fb/activity,null,null
"""production"".""org_demo_env"".""stg_tenable_asset_vuln""",tenable-vm_vulns:97993-68899602-55c0-492e-b087-7ca7c894d3fb:tenable-vm_assets:68899602-55c0-492e-b087-7ca7c894d3fb,68899602-55c0-492e-b087-7ca7c894d3fb:97993,demo_env,tenable-vm,machine,68899602-55c0-492e-b087-7ca7c894d3fb,2023-06-13 15:31:19.453325,ip-172-31-18-222,"[""Linux Kernel 4.14.287-148.504.amzn1.x86_64 on Amazon Linux AMI""]",172.31.18.222,aws-ec2-instance,null,null,null,Nessus was able to login to the remote host using SSH or local commands and extract the list of installed packages.,false,Info,OS Identification and Installed Software Enumeration over SSH v2 (Using New SSH Library),0,97993,null,info,P4,NONE,2022-05-26 16:09:39.714,2023-06-12 16:11:29.902,unknown,null,ip-172-31-18-222.us-west-1.compute.internal,https://cloud.tenable.com/tio/app.html#/vulnerability-management/dashboard/vulnerabilities/by-plugins/vulnerability-details/97993/assets_affected/asset-details/68899602-55c0-492e-b087-7ca7c894d3fb/activity,null,null
"""production"".""org_demo_env"".""stg_tenable_asset_vuln""",tenable-vm_vulns:174788-68899602-55c0-492e-b087-7ca7c894d3fb:tenable-vm_assets:68899602-55c0-492e-b087-7ca7c894d3fb,68899602-55c0-492e-b087-7ca7c894d3fb:174788,demo_env,tenable-vm,machine,68899602-55c0-492e-b087-7ca7c894d3fb,2023-06-13 15:31:19.453325,ip-172-31-18-222,"[""Linux Kernel 4.14.287-148.504.amzn1.x86_64 on Amazon Linux AMI""]",172.31.18.222,aws-ec2-instance,null,null,null,"Version information for SQLite was retrieved from the remote host.  SQLite is an embedded database written in C.\n\n  - To discover instances of SQLite that are not in PATH,     or installed via a package manager, 'Perform thorough tests'     setting must be enabled.",false,Info,SQLite Local Detection (Linux),0,174788,null,info,P4,NONE,2023-04-27 16:09:49.295,2023-06-12 16:11:29.902,unknown,null,ip-172-31-18-222.us-west-1.compute.internal,https://cloud.tenable.com/tio/app.html#/vulnerability-management/dashboard/vulnerabilities/by-plugins/vulnerability-details/174788/assets_affected/asset-details/68899602-55c0-492e-b087-7ca7c894d3fb/activity,null,null
"""production"".""org_demo_env"".""stg_tenable_asset_vuln""",tenable-vm_vulns:42822-68899602-55c0-492e-b087-7ca7c894d3fb:tenable-vm_assets:68899602-55c0-492e-b087-7ca7c894d3fb,68899602-55c0-492e-b087-7ca7c894d3fb:42822,demo_env,tenable-vm,machine,68899602-55c0-492e-b087-7ca7c894d3fb,2023-06-01 10:01:35.796267,i-0ba626a6d4203bdcd,"[""Linux Kernel 4.14.287-148.504.amzn1.x86_64 on Amazon Linux AMI""]",null,general-purpose,null,0.0,0.0,The remote web server implements Strict Transport Security (STS).\nThe goal of STS is to make sure that a user does not accidentally downgrade the security of his or her browser.\n\nAll unencrypted HTTP connections are redirected to HTTPS.  The browser is expected to treat all cookies as 'secure' and to close the connection in the event of potentially insecure situations.,false,None,Strict Transport Security (STS) Detection,8834,42822,N/A,info,P4,NONE,2022-06-03 16:09:06.287,2023-05-31 16:10:52.818,open,null,i-0ba626a6d4203bdcd,https://cloud.tenable.com/tio/app.html#/vulnerability-management/dashboard/vulnerabilities/by-plugins/vulnerability-details/42822/assets_affected/asset-details/68899602-55c0-492e-b087-7ca7c894d3fb/activity,null,null
"""production"".""org_demo_env"".""stg_tenable_asset_vuln""",tenable-vm_vulns:24260-68899602-55c0-492e-b087-7ca7c894d3fb:tenable-vm_assets:68899602-55c0-492e-b087-7ca7c894d3fb,68899602-55c0-492e-b087-7ca7c894d3fb:24260,demo_env,tenable-vm,machine,68899602-55c0-492e-b087-7ca7c894d3fb,2023-06-13 15:31:19.453325,ip-172-31-18-222,"[""Linux Kernel 4.14.287-148.504.amzn1.x86_64 on Amazon Linux AMI""]",172.31.18.222,aws-ec2-instance,null,null,null,"This test gives some information about the remote HTTP protocol - the version used, whether HTTP Keep-Alive and HTTP pipelining are enabled, etc... \n\nThis test is informational only and does not denote any security problem.",false,Info,HyperText Transfer Protocol (HTTP) Information,8834,24260,null,info,P4,NONE,2022-06-03 16:09:06.287,2023-06-12 16:11:29.902,unknown,null,ip-172-31-18-222.us-west-1.compute.internal,https://cloud.tenable.com/tio/app.html#/vulnerability-management/dashboard/vulnerabilities/by-plugins/vulnerability-details/24260/assets_affected/asset-details/68899602-55c0-492e-b087-7ca7c894d3fb/activity,null,null
"""production"".""org_demo_env"".""stg_tenable_asset_vuln""",tenable-vm_vulns:46180-68899602-55c0-492e-b087-7ca7c894d3fb:tenable-vm_assets:68899602-55c0-492e-b087-7ca7c894d3fb,68899602-55c0-492e-b087-7ca7c894d3fb:46180,demo_env,tenable-vm,machine,68899602-55c0-492e-b087-7ca7c894d3fb,2023-06-01 10:01:35.796267,i-0ba626a6d4203bdcd,"[""Linux Kernel 4.14.287-148.504.amzn1.x86_64 on Amazon Linux AMI""]",null,general-purpose,null,0.0,0.0,Hostnames different from the current hostname have been collected by miscellaneous plugins. Nessus has generated a list of hostnames that point to the remote host. Note that these are only the alternate hostnames for vhosts discovered on a web server.\n\nDifferent web servers may be hosted on name-based virtual hosts.,false,None,Additional DNS Hostnames,0,46180,"If you want to test them, re-scan using the special vhost syntax, such as :nnwww.example.com[192.0.32.10]",info,P4,NONE,2022-06-03 16:09:06.287,2023-05-31 16:10:52.818,re_opened,null,i-0ba626a6d4203bdcd,https://cloud.tenable.com/tio/app.html#/vulnerability-management/dashboard/vulnerabilities/by-plugins/vulnerability-details/46180/assets_affected/asset-details/68899602-55c0-492e-b087-7ca7c894d3fb/activity,null,null
"""production"".""org_demo_env"".""stg_tenable_asset_vuln""",tenable-vm_vulns:46215-68899602-55c0-492e-b087-7ca7c894d3fb:tenable-vm_assets:68899602-55c0-492e-b087-7ca7c894d3fb,68899602-55c0-492e-b087-7ca7c894d3fb:46215,demo_env,tenable-vm,machine,68899602-55c0-492e-b087-7ca7c894d3fb,2023-06-01 10:01:35.796267,i-0ba626a6d4203bdcd,"[""Linux Kernel 4.14.287-148.504.amzn1.x86_64 on Amazon Linux AMI""]",null,general-purpose,null,0.0,0.0,"The name of this machine either does not resolve or resolves to a different IP address. \n\nThis may come from a badly configured reverse DNS or from a host file in use on the Nessus scanning host. \n\nAs a result, URLs in plugin output may not be directly usable in a web browser and some web tests may be incomplete.",false,None,Inconsistent Hostname and IP Address,0,46215,Fix the reverse DNS or host file.,info,P4,NONE,2022-05-26 16:09:39.714,2023-05-31 16:10:52.818,open,null,i-0ba626a6d4203bdcd,https://cloud.tenable.com/tio/app.html#/vulnerability-management/dashboard/vulnerabilities/by-plugins/vulnerability-details/46215/assets_affected/asset-details/68899602-55c0-492e-b087-7ca7c894d3fb/activity,null,null
"""production"".""org_demo_env"".""stg_tenable_asset_vuln""",tenable-vm_vulns:110095-68899602-55c0-492e-b087-7ca7c894d3fb:tenable-vm_assets:68899602-55c0-492e-b087-7ca7c894d3fb,68899602-55c0-492e-b087-7ca7c894d3fb:110095,demo_env,tenable-vm,machine,68899602-55c0-492e-b087-7ca7c894d3fb,2023-06-01 10:01:35.796267,i-0ba626a6d4203bdcd,"[""Linux Kernel 4.14.287-148.504.amzn1.x86_64 on Amazon Linux AMI""]",null,general-purpose,null,0.0,0.0,"Valid credentials were provided for an authentication protocol on the remote target and Nessus did not log any subsequent errors or failures for the authentication protocol.\n\nWhen possible, Nessus tracks errors or failures related to otherwise valid credentials in order to highlight issues that may result in incomplete scan results or limited scan coverage. The types of issues that are tracked include errors that indicate that the account used for scanning did not have sufficient permissions for a particular check, intermittent protocol failures which are unexpected after the protocol has been negotiated successfully earlier in the scan, and intermittent authentication failures which are unexpected after a credential set has been accepted as valid earlier in the scan. This plugin reports when none of the above issues have been logged during the course of the scan for at least one authenticated protocol. See plugin output for details, including protocol, port, and account.\n\nPlease note the following :\n\n- This plugin reports per protocol, so it is possible for   issues to be encountered for one protocol and not another.\n  For example, authentication to the SSH service on the   remote target may have consistently succeeded with no   privilege errors encountered, while connections to the SMB   service on the remote target may have failed   intermittently.\n\n- Resolving logged issues for all available authentication   protocols may improve scan coverage, but the value of   resolving each issue for a particular protocol may vary   from target to target depending upon what data (if any) is   gathered from the target via that protocol and what   particular check failed. For example, consistently   successful checks via SSH are more critical for Linux   targets than for Windows targets, and likewise   consistently successful checks via SMB are more critical   for Windows targets than for Linux targets.",false,None,Target Credential Issues by Authentication Protocol - No Issues Found,0,110095,N/A,info,P4,NONE,2022-05-26 16:09:39.714,2023-05-31 16:10:52.818,open,null,i-0ba626a6d4203bdcd,https://cloud.tenable.com/tio/app.html#/vulnerability-management/dashboard/vulnerabilities/by-plugins/vulnerability-details/110095/assets_affected/asset-details/68899602-55c0-492e-b087-7ca7c894d3fb/activity,null,null
"""production"".""org_demo_env"".""stg_tenable_asset_vuln""",tenable-vm_vulns:21643-68899602-55c0-492e-b087-7ca7c894d3fb:tenable-vm_assets:68899602-55c0-492e-b087-7ca7c894d3fb,68899602-55c0-492e-b087-7ca7c894d3fb:21643,demo_env,tenable-vm,machine,68899602-55c0-492e-b087-7ca7c894d3fb,2023-06-01 10:01:35.796267,i-0ba626a6d4203bdcd,"[""Linux Kernel 4.14.287-148.504.amzn1.x86_64 on Amazon Linux AMI""]",null,general-purpose,null,0.0,0.0,This plugin detects which SSL ciphers are supported by the remote service for encrypting communications.,false,None,SSL Cipher Suites Supported,8834,21643,N/A,info,P4,NONE,2022-06-03 16:09:06.287,2023-05-31 16:10:52.818,open,null,i-0ba626a6d4203bdcd,https://cloud.tenable.com/tio/app.html#/vulnerability-management/dashboard/vulnerabilities/by-plugins/vulnerability-details/21643/assets_affected/asset-details/68899602-55c0-492e-b087-7ca7c894d3fb/activity,null,null
"""production"".""org_demo_env"".""stg_tenable_asset_vuln""",tenable-vm_vulns:66334-68899602-55c0-492e-b087-7ca7c894d3fb:tenable-vm_assets:68899602-55c0-492e-b087-7ca7c894d3fb,68899602-55c0-492e-b087-7ca7c894d3fb:66334,demo_env,tenable-vm,machine,68899602-55c0-492e-b087-7ca7c894d3fb,2023-06-01 10:01:35.796267,i-0ba626a6d4203bdcd,"[""Linux Kernel 4.14.287-148.504.amzn1.x86_64 on Amazon Linux AMI""]",null,general-purpose,null,0.0,0.0,"The remote host is missing one or more security patches. This plugin lists the newest version of each patch to install to make sure the remote host is up-to-date.\n\nNote: Because the 'Show missing patches that have been superseded' setting in your scan policy depends on this plugin, it will always run and cannot be disabled.",false,None,Patch Report,0,66334,Install the patches listed below.,info,P4,NONE,2022-05-26 16:09:39.714,2023-05-31 16:10:52.818,re_opened,null,i-0ba626a6d4203bdcd,https://cloud.tenable.com/tio/app.html#/vulnerability-management/dashboard/vulnerabilities/by-plugins/vulnerability-details/66334/assets_affected/asset-details/68899602-55c0-492e-b087-7ca7c894d3fb/activity,null,null
"""production"".""org_demo_env"".""stg_tenable_asset_vuln""",tenable-vm_vulns:51192-68899602-55c0-492e-b087-7ca7c894d3fb:tenable-vm_assets:68899602-55c0-492e-b087-7ca7c894d3fb,68899602-55c0-492e-b087-7ca7c894d3fb:51192,demo_env,tenable-vm,machine,68899602-55c0-492e-b087-7ca7c894d3fb,2023-06-01 10:01:35.796267,i-0ba626a6d4203bdcd,"[""Linux Kernel 4.14.287-148.504.amzn1.x86_64 on Amazon Linux AMI""]",null,general-purpose,null,6.5,6.4,"The server's X.509 certificate cannot be trusted. This situation can occur in three different ways, in which the chain of trust can be broken, as stated below :\n\n  - First, the top of the certificate chain sent by the     server might not be descended from a known public     certificate authority. This can occur either when the     top of the chain is an unrecognized, self-signed     certificate, or when intermediate certificates are     missing that would connect the top of the certificate     chain to a known public certificate authority.\n\n  - Second, the certificate chain may contain a certificate     that is not valid at the time of the scan. This can     occur either when the scan occurs before one of the     certificate's 'notBefore' dates, or after one of the     certificate's 'notAfter' dates.\n\n  - Third, the certificate chain may contain a signature     that either didn't match the certificate's information     or could not be verified. Bad signatures can be fixed by     getting the certificate with the bad signature to be     re-signed by its issuer. Signatures that could not be     verified are the result of the certificate's issuer     using a signing algorithm that Nessus either does not     support or does not recognize.\n\nIf the remote host is a public host in production, any break in the chain makes it more difficult for users to verify the authenticity and identity of the web server. This could make it easier to carry out man-in-the-middle attacks against the remote host.",false,Medium,SSL Certificate Cannot Be Trusted,8834,51192,Purchase or generate a proper SSL certificate for this service.,medium,P2,NONE,2022-06-03 16:09:06.287,2023-05-31 16:10:52.818,re_opened,null,i-0ba626a6d4203bdcd,https://cloud.tenable.com/tio/app.html#/vulnerability-management/dashboard/vulnerabilities/by-plugins/vulnerability-details/51192/assets_affected/asset-details/68899602-55c0-492e-b087-7ca7c894d3fb/activity,null,null
"""production"".""org_demo_env"".""stg_tenable_asset_vuln""",tenable-vm_vulns:138330-68899602-55c0-492e-b087-7ca7c894d3fb:tenable-vm_assets:68899602-55c0-492e-b087-7ca7c894d3fb,68899602-55c0-492e-b087-7ca7c894d3fb:138330,demo_env,tenable-vm,machine,68899602-55c0-492e-b087-7ca7c894d3fb,2023-06-01 10:01:35.796267,i-0ba626a6d4203bdcd,"[""Linux Kernel 4.14.287-148.504.amzn1.x86_64 on Amazon Linux AMI""]",null,general-purpose,null,0.0,0.0,The remote service accepts connections encrypted using TLS 1.3.,false,None,TLS Version 1.3 Protocol Detection,8834,138330,N/A,info,P4,NONE,2022-06-03 16:09:06.287,2023-05-31 16:10:52.818,re_opened,null,i-0ba626a6d4203bdcd,https://cloud.tenable.com/tio/app.html#/vulnerability-management/dashboard/vulnerabilities/by-plugins/vulnerability-details/138330/assets_affected/asset-details/68899602-55c0-492e-b087-7ca7c894d3fb/activity,null,null
"""production"".""org_demo_env"".""stg_tenable_asset_vuln""",tenable-vm_vulns:24260-0ebe9980-766d-466d-bb17-783d603ed442:tenable-vm_assets:0ebe9980-766d-466d-bb17-783d603ed442,0ebe9980-766d-466d-bb17-783d603ed442:24260,demo_env,tenable-vm,machine,0ebe9980-766d-466d-bb17-783d603ed442,2023-06-13 15:31:19.453325,ip-10-240-32-221.us-west-2.compute.internal,"[""Linux Kernel 2.6""]",10.240.32.221,general-purpose,null,null,null,"This test gives some information about the remote HTTP protocol - the version used, whether HTTP Keep-Alive and HTTP pipelining are enabled, etc... \n\nThis test is informational only and does not denote any security problem.",false,Info,HyperText Transfer Protocol (HTTP) Information,8888,24260,null,info,P4,NONE,2022-09-01 16:48:18.075,2022-10-18 15:09:15.722,unknown,null,ip-10-240-32-221.us-west-2.compute.internal,https://cloud.tenable.com/tio/app.html#/vulnerability-management/dashboard/vulnerabilities/by-plugins/vulnerability-details/24260/assets_affected/asset-details/0ebe9980-766d-466d-bb17-783d603ed442/activity,null,null
